subscription_id,customer_id,start_date,end_date,status,cancellation_reason,renewal_count,monthly_fee
46087,6008,2024-04-06,,active,,13,49.99 USD
46088,19287,02-12-2020,21-08-2022,cancelled,,2,19.99
46089,14010,2023-10-04,,active,,6,12.99
46090,712,03-10-2022,18-08-2025,active,,4,12.99
46091,4605,2021-11-17,2023-03-18,churned,Lack of use,3,12.99
46092,9263,2022-11-21,06-02-2023,churned,Lack of use,14,19.99
46093,13945,16-02-2021,,active,,4,12.99
46094,328,2024-02-27,2025-12-28,Canceled,Lack of use,7,19.99
46095,6241,2023-12-14,2026-03-09,active,,3,19.99
46096,17855,2022-06-17,2024-05-18,cancelled,,14,12.99
46097,10654,10-05-2020,2020-08-02,active,,3,49.99
46098,18406,2020-03-21,26-05-2020,churned,,13,49.99 USD
46099,579,22-03-2023,,active,,-1,19.99 USD
46100,15699,2024-01-21,,active,,9,19.99
46101,3668,30-12-2020,2022-03-05,churned,Switched to competitor,0,19.99
46102,5938,2023-02-26,08-09-2024,cancelled,N/A,8,9.99
46103,19671,2023-05-15,2025-12-18,churned,Too expensive,8,49.99
46104,13985,2020-02-28,,active,,4,9.99
46105,6314,2022-11-29,2025-10-07,churned,Switched to competitor,1,12.99
46106,12636,2020-03-15,,active,,2,19.99
46107,12491,31-07-2024,14-02-2025,active,,6,49.99
46108,5127,2022-04-28,21-04-2023,churned,Too expensive,-1,24.99
46109,3572,30-06-2023,,active,,7,12.99
46110,2043,2022-12-05,2024-06-16,churned,Switched to competitor,12,12.99 USD
46111,10088,03-02-2021,,active,,10,12.99
46112,1352,2021-10-16,30-03-2023,active,,12,9.99
46113,16278,2023-01-16,12-04-2025,churned,,10,24.99
46114,11128,2023-06-28,,active,,6,12.99
46115,15706,2021-06-30,2023-11-04,churned,,9,12.99
46116,3392,15-04-2024,2026-03-05,active,,10,49.99
46117,19329,2023-07-08,2025-07-15,churned,,7,49.99
46118,17120,2022-09-05,21-04-2023,churned,Technical issues,13,24.99
46119,1713,19-12-2024,2026-05-28,cancelled,Switched to competitor,-1,24.99
46120,19307,2020-06-26,2023-01-12,churned,N/A,-1,24.99
46121,17145,2022-04-02,2024-07-06,Canceled,Other,3,19.99
46122,12366,2024-04-16,,active,,1,12.99
46123,17781,06-01-2022,,active,,1,19.99
46124,1848,15-06-2022,11-01-2025,churned,N/A,6,12.99
46125,7742,06-06-2024,,active,,9,9.99
46126,1848,2022-01-12,2024-03-24,active,,13,9.99
46127,1110,2021-02-01,,active,,1,24.99
46128,10352,07-02-2022,,active,,12,19.99
46129,5385,2024-10-24,2026-11-04,active,,14,12.99
46130,3108,2020-03-10,,active,,2,49.99
46131,15830,2022-07-06,,active,,12,19.99
46132,15789,2021-08-18,2022-04-28,churned,N/A,10,12.99
46133,10515,26-06-2021,,active,,11,24.99
46134,14491,2023-12-04,2024-01-25,churned,Switched to competitor,11,24.99
46135,9474,2023-10-27,2025-10-14,churned,Switched to competitor,0,12.99
46136,614,2020-02-20,,active,,7,9.99
46137,13223,2024-06-10,2026-01-12,cancelled,,14,49.99
46138,8805,2022-02-23,28-11-2024,cancelled,N/A,9,24.99 USD
46139,8891,2021-04-13,2023-12-08,active,,2,19.99
46140,5574,13-06-2023,,active,,4,9.99
46141,19582,2021-02-11,,active,,12,19.99
46142,7739,15-01-2021,2021-10-02,churned,Switched to competitor,11,49.99
46143,4523,02-12-2023,2025-05-18,cancelled,N/A,0,9.99
46144,4228,27-05-2020,,active,,13,12.99
46145,12684,2023-07-08,2025-10-13,cancelled,,5,24.99
46146,6287,04-06-2024,13-01-2027,active,,4,19.99
46147,16156,13-11-2024,,active,,2,24.99
46148,5363,2024-07-07,2026-01-29,Canceled,N/A,12,24.99
46149,14150,2020-02-10,2020-08-27,cancelled,Too expensive,2,12.99
46150,11452,2023-09-12,,active,,8,19.99
46151,13727,2022-07-16,2024-06-15,cancelled,Too expensive,0,49.99
46152,19997,2021-02-04,04-03-2023,churned,Lack of use,11,24.99
46153,14460,2020-09-15,,active,,14,49.99
46154,16371,01-02-2023,30-03-2023,Canceled,,12,9.99
46155,19096,29-10-2023,22-04-2025,cancelled,Lack of use,6,9.99
46156,9603,2020-05-09,2022-11-27,active,,12,49.99
46157,9237,12-09-2022,2024-07-22,Canceled,Switched to competitor,4,12.99
46158,14172,28-12-2021,2023-07-11,active,,12,49.99
46159,2898,2021-10-31,,active,,1,49.99
46160,16536,2022-06-10,2023-02-18,cancelled,Lack of use,-1,49.99
46161,12493,2021-01-20,2023-08-03,cancelled,,6,12.99
46162,4190,2023-12-30,2026-08-04,churned,Other,3,9.99
46163,12808,2023-09-13,,active,,1,9.99
46164,7930,26-02-2021,,active,,2,9.99
46165,17275,2024-03-18,01-11-2025,churned,Lack of use,8,49.99 USD
46166,8259,2022-06-12,,active,,8,24.99
46167,11958,03-01-2022,,active,,4,19.99
46168,9956,15-05-2023,,active,,9,49.99
46169,3518,29-09-2024,10-11-2023,churned,Switched to competitor,5,9.99
46170,7239,2023-03-02,2024-05-17,cancelled,Technical issues,5,24.99
46171,12402,07-12-2023,,active,,4,24.99 USD
46172,18801,2022-02-12,,active,,3,9.99
46173,6436,2021-08-01,,active,,13,24.99
46174,6052,2020-10-23,2022-10-29,cancelled,,6,24.99
46175,1817,28-04-2024,,active,,2,9.99
46176,13699,2022-07-12,,active,,5,12.99
46177,12586,30-05-2021,2024-05-06,active,,0,12.99
46178,8017,2021-10-24,10-03-2024,active,,13,49.99
46179,16452,2020-04-25,,active,,4,9.99
46180,13240,2024-05-07,16-07-2026,churned,N/A,7,49.99
46181,9444,21-10-2023,2025-03-22,churned,N/A,1,24.99
46182,18607,09-09-2020,,active,,3,9.99
46183,17982,2022-06-18,03-10-2024,cancelled,Lack of use,1,49.99 USD
46184,2975,2021-09-04,,active,,13,9.99
46185,17382,29-07-2022,,active,,2,49.99
46186,10120,2023-09-02,,active,,5,24.99
46187,9580,11-11-2020,,active,,4,19.99
46188,1958,25-07-2022,,active,,-1,49.99
46189,16563,24-11-2024,18-08-2026,cancelled,Other,4,24.99
46190,7974,2020-12-18,2022-03-06,cancelled,Switched to competitor,3,12.99
46191,17032,2024-03-13,,active,,14,19.99
46192,2859,2020-06-23,2022-10-19,cancelled,,6,49.99
46193,18581,30-09-2021,,active,,13,24.99
46194,11610,2022-10-27,,active,,3,9.99
46195,19111,20-08-2023,2025-11-13,churned,,-1,19.99
46196,12425,2020-12-17,2021-12-08,churned,Other,6,24.99
46197,10925,2024-11-11,,active,,2,9.99
46198,18740,12-09-2022,04-10-2024,active,,7,49.99
46199,5608,05-06-2023,,active,,8,9.99
46200,18716,2022-05-05,,active,,1,24.99
46201,18538,16-09-2022,,active,,13,19.99
46202,18512,2022-12-03,2024-09-13,churned,Switched to competitor,6,19.99
46203,2835,2020-03-26,,active,,12,12.99
46204,16749,2020-07-17,,active,,13,9.99
46205,8586,2024-01-29,,active,,7,12.99
46206,10809,2024-11-18,2025-06-21,active,,2,12.99
46207,9121,2020-07-13,,active,,-1,12.99
46208,14698,2023-04-18,2025-08-30,churned,Switched to competitor,4,19.99
46209,3278,2022-01-04,2023-09-25,active,,4,24.99
46210,19899,2024-06-17,2026-06-26,churned,Other,7,24.99
46211,9508,2023-04-24,2024-08-15,cancelled,N/A,5,12.99
46212,3073,06-10-2020,30-12-2021,churned,Switched to competitor,-1,24.99
46213,9157,16-09-2020,05-07-2023,active,,8,12.99 USD
46214,3681,2021-08-26,,active,,11,12.99
46215,3733,2024-12-06,,active,,2,9.99
46216,4096,2024-08-04,,active,,5,19.99
46217,19234,17-11-2021,2022-06-08,churned,Technical issues,10,9.99
46218,617,2022-09-29,,active,,0,9.99
46219,10813,07-08-2021,12-12-2023,churned,Switched to competitor,13,49.99
46220,16028,30-10-2023,,active,,12,24.99
46221,6800,2023-03-26,,active,,4,49.99
46222,8698,2023-04-19,,active,,4,9.99
46223,12391,2024-02-05,,active,,5,49.99
46224,14192,2020-12-26,31-05-2023,churned,N/A,10,24.99
46225,9883,2024-04-25,,active,,5,12.99
46226,11036,2024-08-22,13-10-2026,cancelled,,0,49.99
46227,19351,02-08-2024,21-05-2026,churned,N/A,-1,24.99
46228,19445,12-11-2020,,active,,9,12.99
46229,16515,27-12-2024,,active,,1,49.99
46230,7667,2023-03-25,2023-05-10,cancelled,Lack of use,10,24.99
46231,7176,02-02-2022,,active,,13,24.99
46232,7647,2020-10-21,,active,,1,9.99
46233,5259,16-01-2023,,active,,10,12.99
46234,10165,2021-08-01,,active,,14,19.99
46235,14550,2022-07-01,2023-12-12,cancelled,,10,9.99
46236,4245,2024-01-11,,active,,3,24.99
46237,19812,16-02-2020,,active,,1,9.99
46238,18677,2023-02-14,2023-10-10,churned,Too expensive,11,19.99
46239,6529,30-07-2023,2024-11-03,Canceled,,-1,24.99
46240,15839,2020-05-13,,active,,5,12.99
46241,16648,21-06-2023,,active,,10,19.99
46242,18465,18-05-2022,,active,,10,9.99
46243,12581,2023-06-10,2024-07-23,churned,,12,12.99
46244,9029,2023-05-30,05-05-2026,cancelled,,8,19.99
46245,12532,02-09-2021,2023-01-14,active,,3,49.99
46246,12212,2022-03-03,2022-05-03,churned,Too expensive,3,9.99
46247,12799,2027-08-03,2024-08-09,cancelled,Lack of use,-1,24.99
46248,6771,2021-05-29,2022-10-16,cancelled,,12,12.99
46249,14504,2022-02-28,2024-10-26,cancelled,Too expensive,3,12.99
46250,17247,2020-08-06,2022-07-14,cancelled,,3,9.99
46251,2142,2020-11-18,10-11-2023,cancelled,N/A,1,9.99 USD
46252,16774,16-03-2023,,active,,13,12.99 USD
46253,10892,2023-01-12,2025-10-01,churned,Other,1,19.99
46254,12598,2021-09-16,,active,,-1,9.99
46255,14326,17-07-2022,05-07-2024,cancelled,Switched to competitor,8,19.99
46256,19752,2020-05-01,2022-09-01,active,,10,24.99
46257,13429,2023-09-24,2025-10-11,churned,Switched to competitor,9,19.99
46258,11418,2023-12-21,2025-06-16,cancelled,,4,24.99
46259,8771,06-12-2021,2022-05-13,active,,11,49.99
46260,9937,17-02-2022,2023-12-21,churned,N/A,6,49.99 USD
46261,14231,2021-06-17,,active,,13,9.99
46262,4717,11-08-2020,2020-10-15,churned,N/A,12,24.99
46263,18306,2022-03-30,,active,,5,19.99
46264,13011,13-11-2024,,active,,8,12.99
46265,12505,11-04-2023,2025-04-24,churned,,1,24.99
46266,17305,2020-10-31,2023-03-08,cancelled,,2,9.99
46267,4424,15-03-2021,2021-12-29,churned,Lack of use,9,9.99
46268,8098,23-11-2022,,active,,-1,9.99
46269,11410,2022-07-09,17-05-2023,churned,Other,3,12.99
46270,9266,20-11-2021,,active,,8,12.99
46271,8047,2020-06-12,2021-04-01,active,,3,9.99
46272,524,2022-08-28,01-07-2025,churned,Technical issues,5,24.99
46273,14949,2021-08-22,,active,,10,19.99
46274,10126,2020-08-27,11-05-2023,active,,1,24.99
46275,18468,11-11-2024,10-10-2025,churned,N/A,0,12.99
46276,14377,2020-01-27,19-11-2021,Canceled,,1,19.99
46277,12952,2021-12-10,,active,,12,19.99
46278,18033,2023-02-01,,active,,1,12.99
46279,763,09-03-2023,2025-11-17,cancelled,Technical issues,8,12.99
46280,9220,2023-08-30,,active,,9,24.99
46281,444,2021-10-07,,active,,11,9.99
46282,14606,2020-10-22,,active,,8,12.99
46283,13563,25-10-2022,02-03-2023,Canceled,Switched to competitor,5,49.99
46284,17467,05-07-2023,,active,,12,49.99 USD
46285,3003,2023-06-11,2024-11-30,cancelled,,2,49.99
46286,18781,2022-07-02,11-01-2025,churned,Lack of use,11,12.99
46287,508,2020-01-05,2021-10-17,cancelled,,4,19.99
46288,7230,2023-08-05,,active,,7,24.99
46289,1851,14-05-2024,2024-06-20,churned,,6,49.99
46290,19634,17-09-2022,,active,,2,19.99
46291,5671,2023-11-21,2025-12-03,active,,4,12.99
46292,13396,2020-09-02,,active,,5,19.99
46293,2853,2020-08-14,2023-06-30,churned,Other,10,12.99
46294,14248,16-02-2024,,active,,3,19.99
46295,14297,2024-11-20,,active,,3,12.99
46296,17412,2024-06-14,,active,,7,49.99
46297,2367,2021-07-24,2022-11-25,active,,7,9.99
46298,8542,2020-08-16,2022-01-19,cancelled,N/A,4,19.99
46299,8159,2024-08-18,,active,,7,12.99
46300,5379,2024-04-03,2026-08-27,Canceled,Too expensive,14,49.99
46301,18870,2021-09-14,2023-06-13,churned,N/A,2,49.99 USD
46302,3160,25-06-2024,2025-01-20,Canceled,Too expensive,13,9.99
46303,174,2024-11-01,,active,,4,9.99
46304,13545,2021-12-17,,active,,6,19.99
46305,11301,14-06-2020,2022-10-23,cancelled,Technical issues,7,49.99
46306,12081,2023-09-20,,active,,4,24.99
46307,5324,2023-05-01,2023-10-26,churned,Too expensive,3,19.99
46308,3463,2020-11-07,,active,,13,12.99
46309,10894,2021-11-01,,active,,-1,24.99
46310,7248,2023-04-16,,active,,1,9.99
46311,13017,27-10-2021,05-10-2022,churned,,11,24.99
46312,3824,2023-08-14,,active,,7,49.99
46313,13598,2023-09-01,2024-09-02,cancelled,,7,12.99
46314,472,22-10-2024,2025-12-07,churned,Technical issues,13,19.99
46315,14689,2021-09-23,,active,,10,9.99 USD
46316,568,2023-04-15,12-01-2025,cancelled,,12,9.99
46317,9503,2022-11-28,2023-11-08,churned,Other,3,24.99
46318,5121,2021-02-27,2023-02-19,churned,Too expensive,10,12.99
46319,12387,2024-09-18,,active,,10,12.99
46320,7310,2024-06-24,2024-10-04,active,,9,49.99
46321,10842,14-06-2020,29-11-2021,cancelled,Other,1,9.99
46322,2349,08-10-2021,02-04-2024,churned,Switched to competitor,1,12.99
46323,13447,19-02-2021,2023-02-10,churned,Switched to competitor,3,24.99
46324,12787,2021-01-07,,active,,0,9.99 USD
46325,2546,12-12-2021,2023-07-11,cancelled,Other,8,49.99
46326,6027,2022-02-05,2023-06-27,cancelled,Switched to competitor,8,12.99
46327,10739,2024-11-02,2026-12-24,active,,8,49.99
46328,14419,2020-10-02,,active,,0,19.99
46329,11271,2023-11-18,2024-12-09,churned,Technical issues,8,19.99
46330,3106,17-02-2020,2020-08-07,churned,Other,7,12.99
46331,384,2023-05-05,28-04-2024,cancelled,N/A,12,9.99
46332,9741,19-03-2021,2021-09-23,churned,Switched to competitor,11,9.99
46333,15859,2022-07-31,2022-10-01,Canceled,N/A,8,24.99
46334,10521,2021-01-04,2021-10-26,churned,Switched to competitor,8,9.99
46335,11771,2022-10-04,2025-05-15,churned,,11,19.99
46336,13731,2021-03-29,,active,,3,24.99
46337,16955,2023-02-02,2025-08-01,churned,Too expensive,3,49.99
46338,6428,2021-09-11,18-10-2022,cancelled,N/A,6,24.99
46339,374,2024-12-26,2025-09-29,churned,Too expensive,3,19.99
46340,16000,2023-10-31,2026-04-14,active,,7,49.99
46341,18714,2020-01-13,13-03-2020,cancelled,N/A,0,9.99
46342,19666,2021-08-28,23-04-2022,active,,7,9.99
46343,2265,29-12-2024,05-06-2025,active,,2,24.99
46344,11480,2024-11-02,2025-02-18,active,,6,49.99
46345,4911,2023-12-02,,active,,9,24.99
46346,166,2021-12-12,2023-02-11,active,,4,49.99
46347,1199,2021-10-03,,active,,13,9.99
46348,6426,2024-03-29,2026-03-22,churned,Other,10,12.99
46349,4258,2021-05-08,04-05-2022,churned,Switched to competitor,0,9.99 USD
46350,2968,03-06-2023,,active,,-1,49.99 USD
46351,5868,2022-08-31,2024-09-20,cancelled,,9,9.99
46352,15369,2022-11-14,,active,,1,9.99
46353,4263,2020-11-22,08-07-2022,cancelled,,2,49.99
46354,15313,2021-05-25,2024-04-29,cancelled,Technical issues,7,12.99
46355,7064,2021-05-01,2022-11-11,cancelled,Switched to competitor,3,9.99
46356,15741,2020-11-11,2022-09-26,churned,Too expensive,1,24.99 USD
46357,4952,18-04-2020,2023-02-15,churned,,9,49.99
46358,9354,2021-03-29,,active,,7,9.99
46359,8388,2024-11-27,15-04-2025,active,,6,24.99
46360,3410,2021-01-19,11-06-2023,Canceled,Lack of use,0,49.99
46361,545,2020-01-10,2022-07-29,Canceled,Too expensive,0,9.99
46362,19000,2022-12-22,,active,,7,12.99
46363,16611,2021-07-27,,active,,4,24.99
46364,14535,2022-07-01,,active,,6,12.99
46365,38,2020-10-30,2022-10-10,active,,10,9.99
46366,3905,23-01-2023,2023-07-30,cancelled,N/A,0,19.99
46367,19815,2020-04-23,,active,,8,9.99
46368,7313,2021-06-14,,active,,2,12.99
46369,142,2023-09-01,17-12-2023,active,,-1,24.99
46370,1379,2021-02-27,27-01-2023,cancelled,Switched to competitor,3,9.99
46371,1804,04-08-2023,2025-04-28,churned,N/A,10,49.99
46372,8889,13-10-2024,2025-12-28,cancelled,N/A,0,24.99
46373,16437,2023-04-01,,active,,4,12.99
46374,899,2024-02-18,2025-06-26,churned,,3,12.99
46375,13021,24-02-2020,2022-04-21,churned,Other,6,19.99
46376,13398,13-08-2021,01-03-2024,churned,Lack of use,11,24.99
46377,11607,19-05-2021,,active,,-1,49.99
46378,3636,2021-08-22,2023-09-21,cancelled,N/A,13,12.99
46379,5716,2022-11-18,30-05-2023,cancelled,Lack of use,14,9.99
46380,2395,2020-04-15,2021-11-22,churned,Other,1,9.99
46381,17902,19-05-2021,,active,,14,49.99
46382,8621,2020-10-14,2022-05-26,churned,Technical issues,8,24.99
46383,19514,2022-11-22,2025-01-15,churned,N/A,3,9.99
46384,19467,17-07-2024,,active,,14,19.99
46385,4006,21-07-2022,2025-06-04,churned,Technical issues,14,9.99
46386,10594,14-02-2023,2023-07-26,Canceled,Lack of use,1,49.99
46387,3876,2021-01-09,,active,,7,24.99
46388,10895,2021-05-23,2024-02-10,active,,-1,9.99
46389,17931,10-08-2022,2024-10-03,Canceled,Too expensive,1,9.99
46390,7028,29-11-2021,,active,,12,19.99
46391,14591,2022-04-18,2024-05-20,active,,0,9.99
46392,19319,2023-05-18,,active,,12,19.99
46393,15871,08-01-2020,,active,,0,19.99
46394,14049,2023-09-27,19-05-2024,churned,Switched to competitor,7,19.99
46395,726,26-09-2020,,active,,10,49.99
46396,12731,2021-04-13,,active,,10,24.99 USD
46397,10554,2022-10-26,2024-06-22,Canceled,Other,13,19.99
46398,12995,2024-11-07,26-02-2027,churned,N/A,11,12.99
46399,1365,2023-08-08,05-08-2026,churned,Too expensive,2,19.99
46400,6212,2021-11-25,2024-01-15,cancelled,Other,3,9.99
46401,8486,2021-08-06,,active,,0,24.99 USD
46402,2187,13-11-2023,26-02-2024,churned,Switched to competitor,7,12.99
46403,13224,2022-01-12,2024-07-08,churned,,6,19.99
46404,14928,2023-12-16,,active,,1,19.99
46405,13169,2021-05-10,2021-08-29,cancelled,N/A,9,9.99
46406,16618,21-03-2023,2025-10-17,Canceled,Switched to competitor,1,49.99
46407,7058,13-07-2023,,active,,13,49.99
46408,5789,2023-07-15,,active,,10,19.99
46409,11256,2022-06-01,,active,,5,19.99
46410,11026,2023-09-20,2025-11-29,churned,N/A,13,12.99
46411,7809,2021-08-12,03-11-2023,churned,N/A,6,19.99
46412,15102,2020-02-10,,active,,6,19.99
46413,1624,2021-09-06,2023-08-01,churned,N/A,11,19.99
46414,12107,2022-12-13,,active,,11,9.99
46415,4390,17-05-2021,,active,,-1,24.99 USD
46416,7221,2023-06-10,,active,,5,19.99
46417,11920,19-10-2020,,active,,5,12.99
46418,7598,17-08-2022,,active,,7,12.99
46419,11285,2022-03-28,,active,,-1,24.99
46420,16208,2023-11-03,2025-08-25,active,,4,19.99
46421,1116,2024-04-06,,active,,12,49.99
46422,9721,05-08-2021,2022-03-21,Canceled,,13,19.99
46423,17581,2020-03-01,2020-09-04,active,,6,9.99
46424,5618,2020-01-08,,active,,5,9.99
46425,18085,2020-07-21,2021-11-05,churned,Technical issues,14,19.99 USD
46426,1023,2021-06-04,,active,,13,49.99 USD
46427,13850,2020-06-07,,active,,10,24.99
46428,3820,2021-11-01,,active,,1,49.99
46429,13368,2022-04-28,2024-01-11,active,,13,9.99
46430,1317,2021-08-15,27-10-2021,cancelled,,0,24.99
46431,17202,21-08-2024,2027-01-04,churned,,4,9.99
46432,17927,04-04-2022,2023-05-14,active,,9,19.99
46433,5456,2022-12-07,2024-03-01,active,,9,9.99
46434,11811,2021-05-26,29-09-2022,cancelled,N/A,-1,12.99
46435,15630,13-10-2021,,active,,10,9.99
46436,2209,05-11-2021,,active,,14,12.99
46437,3117,2021-04-26,,active,,6,24.99
46438,282,30-06-2021,14-02-2024,cancelled,Too expensive,1,19.99
46439,15768,2024-07-27,2025-03-18,active,,1,12.99
46440,19722,2022-10-03,02-09-2023,active,,11,19.99
46441,9120,12-04-2022,01-01-2023,Canceled,Lack of use,8,19.99
46442,2846,2024-03-23,2025-07-21,active,,7,49.99
46443,7816,2020-10-17,2021-08-13,churned,Other,11,12.99
46444,5617,25-09-2023,,active,,9,49.99
46445,16100,2020-05-11,,active,,13,9.99
46446,8646,23-11-2021,,active,,12,9.99
46447,12648,22-02-2021,,active,,3,9.99
46448,2873,20-05-2020,,active,,2,49.99
46449,14750,2022-01-23,,active,,13,19.99
46450,4904,15-01-2022,2022-11-02,cancelled,Lack of use,9,12.99
46451,3234,2024-11-12,16-11-2026,churned,Other,14,19.99
46452,13710,2024-06-06,01-09-2026,churned,Technical issues,6,19.99
46453,19527,2023-10-15,25-12-2024,active,,3,24.99
46454,17444,12-08-2020,2022-03-15,churned,Other,6,24.99
46455,19977,2024-05-13,2025-04-12,Canceled,Too expensive,4,19.99
46456,17734,26-07-2023,2023-12-08,churned,N/A,11,12.99
46457,16674,10-08-2022,2024-09-11,cancelled,,14,19.99
46458,9635,2023-09-22,2026-04-28,active,,6,12.99
46459,6667,2021-05-24,2023-07-30,cancelled,Technical issues,3,12.99
46460,9397,2023-07-21,22-05-2025,churned,Switched to competitor,-1,19.99
46461,3948,26-11-2022,2023-12-14,cancelled,N/A,4,19.99
46462,8410,2024-08-06,2027-05-20,cancelled,Too expensive,9,24.99
46463,3001,2022-01-19,2025-01-13,active,,2,9.99
46464,13987,11-04-2020,,active,,7,49.99
46465,10733,23-09-2024,01-09-2025,cancelled,Technical issues,12,49.99
46466,519,2024-11-22,2027-06-29,cancelled,Too expensive,3,9.99
46467,3249,2022-06-04,2024-03-01,churned,N/A,-1,12.99
46468,15596,2021-11-09,2023-07-24,cancelled,Technical issues,12,19.99
46469,16240,2022-11-10,,active,,0,24.99
46470,11125,2021-07-18,03-02-2024,churned,Switched to competitor,4,24.99
46471,19894,2023-09-08,2026-05-22,churned,Other,8,19.99
46472,9436,2023-04-13,2024-07-22,cancelled,,4,19.99
46473,19303,2021-06-14,04-02-2023,cancelled,Too expensive,12,12.99
46474,14707,24-02-2023,,active,,0,49.99
46475,6312,2024-10-20,2027-02-18,churned,N/A,4,9.99
46476,17940,01-09-2024,,active,,4,24.99
46477,1397,2022-11-26,2023-03-18,cancelled,Lack of use,5,19.99
46478,18118,06-07-2022,2023-06-20,cancelled,Too expensive,11,49.99
46479,1173,22-06-2022,2024-09-25,cancelled,,13,12.99
46480,10172,27-12-2024,2026-04-16,churned,Other,3,24.99
46481,5347,04-03-2021,2024-02-28,churned,Switched to competitor,6,9.99
46482,15993,2021-10-13,,active,,5,24.99
46483,1515,28-08-2020,2023-06-03,cancelled,,6,49.99
46484,2186,2023-01-12,06-01-2026,cancelled,,12,49.99
46485,8321,2020-01-10,05-08-2020,churned,Too expensive,1,24.99
46486,13160,2020-03-05,,active,,10,12.99
46487,10601,25-09-2022,,active,,-1,49.99 USD
46488,8404,2023-02-19,2023-06-12,churned,Lack of use,14,24.99
46489,1512,2021-12-16,,active,,11,19.99
46490,12787,2021-06-21,,active,,6,19.99
46491,8030,2020-05-19,,active,,2,12.99
46492,1584,2020-06-30,25-08-2021,cancelled,,0,19.99
46493,6133,16-05-2021,2023-04-09,cancelled,Too expensive,0,49.99
46494,15929,2022-05-30,,active,,2,49.99
46495,18873,2022-01-14,2024-07-12,churned,N/A,8,12.99
46496,6161,28-01-2022,2024-01-05,churned,,7,49.99
46497,17261,2023-04-17,2024-09-09,churned,Technical issues,1,9.99
46498,19323,2022-11-19,,active,,12,19.99
46499,10939,2020-03-17,2022-07-12,active,,7,12.99
46500,8699,22-11-2021,,active,,5,49.99
46501,17571,30-12-2020,2021-05-03,cancelled,Switched to competitor,-1,19.99 USD
46502,18833,2022-12-13,,active,,13,9.99
46503,11000,2024-12-24,,active,,10,24.99
46504,898,17-11-2021,23-04-2023,Canceled,Too expensive,4,9.99
46505,13375,2023-08-20,2024-04-24,churned,N/A,4,19.99
46506,11891,2021-10-02,2024-03-03,active,,4,49.99
46507,12939,2024-01-14,,active,,5,19.99
46508,11637,2020-12-10,,active,,7,12.99
46509,423,2022-03-11,2025-03-04,cancelled,,13,9.99
46510,13074,26-07-2024,,active,,0,49.99
46511,14411,2021-01-08,2023-08-25,cancelled,Other,1,12.99
46512,13372,2021-01-20,2023-09-24,churned,Technical issues,9,24.99
46513,13317,2024-06-05,21-09-2024,Canceled,Lack of use,6,24.99
46514,14620,2023-07-17,,active,,14,24.99
46515,16044,2023-01-31,,active,,7,9.99
46516,19511,2021-09-06,27-07-2023,cancelled,Other,8,19.99
46517,1328,2021-12-14,2023-08-08,cancelled,Technical issues,0,24.99
46518,19348,2020-05-30,2023-01-27,active,,13,49.99
46519,17529,30-10-2023,,active,,13,9.99
46520,7369,2023-03-08,2025-08-19,churned,,-1,9.99
46521,19016,18-09-2021,,active,,-1,19.99
46522,12527,2022-11-17,14-08-2025,cancelled,N/A,13,19.99
46523,18239,2020-04-12,2022-04-10,active,,9,24.99
46524,19393,2021-10-18,2022-09-08,active,,6,24.99
46525,13727,2021-04-10,02-01-2024,churned,Other,13,9.99
46526,1266,2023-03-06,,active,,10,24.99
46527,19564,2020-03-30,,active,,14,49.99
46528,14253,31-05-2024,2024-11-06,cancelled,,2,19.99
46529,14328,2023-05-19,2026-02-14,cancelled,Other,-1,9.99
46530,9387,2021-02-27,,active,,11,12.99
46531,14175,2020-11-18,,active,,8,9.99
46532,16558,14-05-2020,,active,,3,19.99
46533,10159,2024-03-27,2024-10-14,churned,Too expensive,8,9.99
46534,11907,06-03-2024,12-11-2024,churned,Technical issues,9,24.99
46535,19888,2020-07-14,2022-08-29,active,,2,49.99
46536,1893,07-01-2023,,active,,0,49.99
46537,1521,2021-10-18,,active,,3,49.99
46538,4845,14-04-2021,2024-01-22,churned,N/A,2,24.99
46539,6322,2024-12-24,,active,,6,19.99
46540,16006,2024-04-22,2026-10-25,cancelled,N/A,7,49.99
46541,16116,2020-04-19,,active,,10,9.99
46542,10438,2022-01-31,,active,,14,9.99
46543,13432,10-08-2024,,active,,6,9.99
46544,1877,2022-10-12,,active,,11,24.99
46545,7128,28-01-2022,2024-01-15,churned,Other,7,49.99
46546,4458,26-05-2024,,active,,6,12.99
46547,2558,2023-06-24,2025-10-18,churned,,4,19.99
46548,3428,29-04-2020,,active,,10,19.99
46549,8884,2022-12-28,2023-10-26,churned,Too expensive,10,12.99
46550,12134,25-02-2020,2021-07-26,cancelled,Technical issues,13,12.99
46551,13314,13-11-2022,,active,,11,9.99
46552,12180,27-09-2023,2024-12-28,cancelled,Technical issues,11,49.99
46553,10223,2024-01-18,06-07-2026,churned,N/A,12,12.99
46554,10483,2024-12-25,02-09-2026,cancelled,Too expensive,3,24.99
46555,5448,2023-01-27,2023-07-13,cancelled,,11,24.99
46556,16883,05-08-2022,,active,,10,12.99
46557,11805,19-03-2021,18-04-2021,churned,Too expensive,12,9.99
46558,17415,04-11-2023,2026-01-28,churned,Technical issues,3,19.99
46559,11697,2022-12-13,2025-10-06,active,,-1,19.99
46560,2606,2022-06-16,2023-10-23,cancelled,Technical issues,0,49.99
46561,1118,2022-09-13,,active,,11,24.99
